uid,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,label
2232176973010,4.0,26.0,0.14754098360655735,7.0,3.0,35.0,25.0,0.0,151.0,21.0,24.0,151.0,58.0,0.0,0,72.0,6952.0,17.0,0,254.00029109799928,69.0,9.0,2.0,4.0,19368.0,12365.0,53.0,21.0,34.0,2.0,3.0,147.0,21.0,85.0,19.0,29031.0,79.0,29.0,184.0,51.0,,0.0,0.0,24.0,26.0,27.0,339.0,20.0,11.0,,0
2232266547791,1.0,2.0,0.13333333333333333,1.0,0.0,17.0,20.0,0.0,37.0,17.0,10.0,32.0,23.0,0.0,0,33.0,964.0,18.0,0,0.0,36.0,9.0,0.0,1.0,10558.0,3666.0,19.0,7.0,18.0,0.0,2.0,86.0,10.0,42.0,21.0,11954.0,21.0,19.0,0.0,51.0,,,1.0,24.0,4.0,27.0,68.0,17.0,5.0,,0
2232295962749,15.0,163.0,0.04225352112676056,13.0,4.0,45.0,30.0,0.007407407407407408,433.0,21.0,26.0,412.0,60.0,234.0,0,58.0,6833.0,22.0,0,145.57559762110688,49.0,31.0,1.0,13.0,9259.0,11142.0,3.0,14.0,35.0,2.0,10.0,233.0,19.0,62.0,21.0,21366.0,52.0,47.0,193.0,44.0,0.0,0.0,20.0,29.0,29.0,30.0,936.0,18.0,7.0,,0
2232381285193,1.0,53.0,0.2835820895522388,1.0,0.0,23.0,29.0,0.0071428571428571435,73.0,21.0,27.0,69.0,31.0,0.0,0,36.0,6736.0,22.0,0,9.760660208916192,30.0,20.0,0.0,10.0,12184.0,8891.0,8.0,15.0,29.0,0.0,4.0,169.0,17.0,39.0,21.0,25207.0,47.0,32.0,0.0,33.0,,0.0,1.0,30.0,30.0,30.0,135.0,16.0,6.0,,0
2232421683968,0.0,,0.0,0.0,0.0,31.0,21.0,0.006993006993006993,94.0,,,59.0,6.0,0.0,0,51.0,301.0,14.0,0,0.0,53.0,11.0,0.0,,445.0,,9.0,10.0,28.0,0.0,0.0,30.0,3.0,65.0,3.0,1039.0,70.0,5.0,0.0,21.0,,,,17.0,19.0,24.0,138.0,2.0,0.0,,0
2232446600133,6.0,46.0,0.0,11.0,0.0,61.0,29.0,0.006756756756756757,222.0,22.0,29.0,199.0,36.0,316.0,0,36.0,2070.0,22.0,0,0.0,53.0,20.0,5.0,6.0,43594.0,20650.0,15.0,8.0,24.0,3.0,0.0,199.0,7.0,60.0,22.0,6743.0,41.0,26.0,0.0,84.0,,0.0,0.0,29.0,27.0,30.0,294.0,22.0,10.0,,0
2232553233698,0.0,13.0,0.0379746835443038,0.0,0.0,26.0,17.0,0.004914004914004914,84.0,19.0,7.0,69.0,23.0,0.0,0,35.0,2211.0,22.0,0,0.0,54.0,10.0,0.0,2.0,7256.0,663.0,1040.0,10.0,25.0,0.0,1.0,119.0,4.0,57.0,21.0,8923.0,35.0,26.0,628.0,31.0,,0.0,0.0,30.0,24.0,29.0,143.0,18.0,3.0,,0
2232619644523,2.0,0.0,0.08333333333333333,7.0,1.0,25.0,17.0,0.0,75.0,2.0,0.0,67.0,19.0,0.0,0,30.0,0.0,17.0,0,0.0,31.0,5.0,0.0,0.0,5448.0,0.0,0.0,2.0,16.0,0.0,1.0,68.0,5.0,38.0,20.0,3298.0,27.0,12.0,0.0,31.0,,,0.0,21.0,9.0,22.0,109.0,17.0,5.0,,0
2232619644523,0.0,,0.0,2.0,0.0,12.0,12.0,0.0,27.0,,,21.0,13.0,0.0,0,20.0,430.0,9.0,0,0.0,24.0,6.0,0.0,,2031.0,,72.0,1.0,5.0,1.0,0.0,18.0,1.0,29.0,9.0,2004.0,17.0,5.0,0.0,16.0,0.0,,,12.0,0.0,19.0,30.0,2.0,0.0,,0
2232675166892,2.0,2.0,0.21052631578947367,4.0,0.0,13.0,19.0,0.0,79.0,5.0,5.0,42.0,25.0,0.0,0,24.0,425.0,14.0,0,81.55687259968707,25.0,5.0,0.0,2.0,3552.0,1014.0,1.0,5.0,18.0,1.0,2.0,75.0,6.0,32.0,21.0,5637.0,33.0,26.0,228.0,27.0,,,0.0,21.0,17.0,28.0,93.0,12.0,1.0,,0
2232675166892,2.0,2.0,0.21052631578947367,4.0,0.0,13.0,19.0,0.0,79.0,5.0,5.0,42.0,25.0,0.0,0,24.0,425.0,14.0,0,81.55687259968707,25.0,5.0,0.0,2.0,3552.0,1014.0,7.0,5.0,18.0,1.0,2.0,75.0,6.0,32.0,21.0,5637.0,33.0,26.0,228.0,27.0,,,0.0,21.0,17.0,28.0,93.0,12.0,1.0,,0
2232684867659,0.0,0.0,0.2153846153846154,0.0,0.0,29.0,23.0,0.013888888888888888,53.0,1.0,0.0,49.0,22.0,0.0,0,33.0,6027.0,16.0,0,61.84163191127473,27.0,17.0,0.0,0.0,4155.0,0.0,73.0,6.0,22.0,0.0,0.0,90.0,11.0,27.0,20.0,5380.0,46.0,31.0,0.0,31.0,,0.0,0.0,25.0,27.0,28.0,110.0,15.0,3.0,,0
2232708245658,2.0,25.0,0.0,0.0,0.0,24.0,25.0,0.0,112.0,9.0,6.0,106.0,10.0,0.0,0,6.0,414.0,13.0,0,19.043587896253605,12.0,17.0,0.0,4.0,2224.0,1730.0,284.0,3.0,10.0,0.0,3.0,46.0,11.0,13.0,4.0,4039.0,15.0,8.0,229.0,35.0,,0.0,2.0,18.0,12.0,26.0,145.0,9.0,2.0,,0
2232761915727,1.0,30.0,0.14084507042253522,2.0,0.0,25.0,22.0,0.006134969325153374,100.0,20.0,15.0,81.0,21.0,0.0,0,96.0,8562.0,21.0,0,64.15898579900974,97.0,14.0,0.0,3.0,5649.0,3152.0,221.0,8.0,24.0,0.0,1.0,109.0,6.0,107.0,21.0,11194.0,106.0,34.0,0.0,23.0,,0.0,1.0,29.0,26.0,30.0,270.0,15.0,4.0,,0
2232773164395,1.0,43.0,0.1574074074074074,6.0,1.0,29.0,29.0,0.022222222222222227,171.0,14.0,26.0,151.0,27.0,220.0,0,38.0,5387.0,19.0,0,18.97436151012436,51.0,17.0,1.0,7.0,6699.0,5473.0,44.0,21.0,19.0,1.0,7.0,115.0,9.0,56.0,20.0,9274.0,26.0,32.0,215.0,34.0,,0.0,4.0,26.0,29.0,29.0,193.0,19.0,5.0,,0
2232802317296,8.0,130.0,0.17647058823529413,4.0,0.0,63.0,30.0,0.02985074626865672,294.0,20.0,30.0,283.0,61.0,0.0,0,62.0,8905.0,22.0,0,0.0,74.0,19.0,0.0,15.0,65285.0,52275.0,4.0,30.0,35.0,1.0,1.0,592.0,23.0,91.0,20.0,26640.0,86.0,110.0,0.0,105.0,0.0,0.0,0.0,30.0,25.0,30.0,514.0,20.0,28.0,,0
2232811563879,5.0,52.0,0.4390243902439024,10.0,3.0,33.0,29.0,0.0,181.0,20.0,27.0,144.0,72.0,277.0,0,29.0,735.0,22.0,0,4.269893260375324,25.0,11.0,0.0,6.0,9641.0,4947.0,206.0,9.0,17.0,2.0,4.0,191.0,8.0,36.0,20.0,12183.0,49.0,34.0,249.0,53.0,,0.0,6.0,30.0,27.0,30.0,307.0,19.0,7.0,,0
2232848390841,1.0,79.0,0.2236842105263158,4.0,0.0,28.0,22.0,0.03773584905660377,176.0,19.0,28.0,150.0,32.0,0.0,0,50.0,11191.0,20.0,0,4.402893663312484,60.0,4.0,0.0,5.0,11167.0,14046.0,3.0,15.0,27.0,2.0,0.0,143.0,6.0,69.0,20.0,15385.0,31.0,36.0,0.0,15.0,,0.0,0.0,28.0,22.0,30.0,282.0,18.0,4.0,,0
2232854972669,1.0,25.0,0.4444444444444444,2.0,0.0,18.0,21.0,0.0,60.0,15.0,18.0,54.0,19.0,0.0,0,15.0,9393.0,13.0,0,0.966095021436696,14.0,6.0,0.0,4.0,4296.0,2230.0,4.0,5.0,8.0,0.0,0.0,36.0,5.0,14.0,15.0,5796.0,16.0,6.0,0.0,20.0,,0.0,0.0,18.0,29.0,25.0,124.0,13.0,4.0,,0
2232854972669,1.0,16.0,0.03225806451612903,2.0,1.0,26.0,27.0,0.0,68.0,19.0,12.0,61.0,23.0,0.0,0,17.0,2027.0,20.0,0,15.88756831786241,19.0,9.0,0.0,4.0,9762.0,664.0,3.0,5.0,16.0,0.0,2.0,105.0,12.0,20.0,19.0,8506.0,22.0,26.0,0.0,29.0,,0.0,1.0,29.0,18.0,30.0,124.0,17.0,9.0,,0
2232855336866,5.0,29.0,0.0,5.0,0.0,20.0,26.0,0.0,43.0,20.0,24.0,43.0,29.0,0.0,0,21.0,1412.0,18.0,0,40.27749927974647,26.0,9.0,0.0,4.0,10652.0,4747.0,3.0,3.0,21.0,2.0,1.0,117.0,6.0,26.0,19.0,5170.0,11.0,22.0,2866.0,38.0,,,0.0,25.0,28.0,29.0,64.0,20.0,3.0,,0
2232858090840,1.0,73.0,0.12903225806451613,0.0,2.0,23.0,19.0,0.0,83.0,0.0,0.0,78.0,17.0,0.0,0,0.0,26642.0,21.0,0,0.0,0.0,6.0,0.0,0.0,59.0,0.0,225.0,0.0,0.0,0.0,5.0,100.0,6.0,0.0,0.0,41023.0,16.0,27.0,0.0,24.0,0.0,,5.0,27.0,28.0,27.0,158.0,0.0,0.0,,0
2232931527193,2.0,0.0,0.0625,1.0,0.0,81.0,16.0,0.0037174721189591076,173.0,2.0,13.0,138.0,14.0,0.0,0,33.0,998.0,15.0,0,21.20795588814494,36.0,2.0,0.0,1.0,1650.0,2012.0,0.0,9.0,19.0,1.0,0.0,45.0,2.0,42.0,13.0,1686.0,53.0,4.0,0.0,16.0,,0.0,0.0,18.0,9.0,25.0,225.0,8.0,2.0,,0
2232939573078,21.0,7.0,0.6842105263157895,17.0,0.0,272.0,16.0,0.0,604.0,7.0,11.0,501.0,17.0,0.0,0,88.0,975.0,18.0,0,87.36558270196646,213.0,11.0,0.0,1.0,2962.0,696.0,20.0,11.0,115.0,8.0,0.0,58.0,8.0,260.0,14.0,2974.0,118.0,10.0,0.0,26.0,0.0,,0.0,23.0,17.0,26.0,738.0,11.0,1.0,,0
2232944068536,3.0,40.0,0.054545454545454536,1.0,3.0,27.0,26.0,0.03125,63.0,20.0,12.0,54.0,59.0,0.0,0,31.0,9209.0,22.0,0,56.13418849971655,33.0,11.0,1.0,5.0,5032.0,1702.0,23.0,12.0,19.0,0.0,1.0,212.0,14.0,36.0,22.0,17937.0,30.0,27.0,0.0,73.0,,0.0,0.0,30.0,29.0,30.0,94.0,18.0,4.0,,0
2232965783206,3.0,6.0,0.03571428571428571,3.0,1.0,67.0,30.0,0.005882352941176471,206.0,15.0,12.0,168.0,91.0,0.0,0,95.0,5228.0,21.0,0,83.51927799027247,109.0,11.0,0.0,5.0,18331.0,1610.0,1.0,31.0,33.0,0.0,0.0,333.0,14.0,122.0,21.0,14677.0,126.0,49.0,0.0,113.0,,0.0,0.0,30.0,27.0,30.0,400.0,20.0,13.0,,0
2233009313500,0.0,3.0,0.05,0.0,0.0,24.0,21.0,0.0,54.0,16.0,3.0,52.0,30.0,0.0,0,34.0,0.0,22.0,0,77.87660668380464,37.0,30.0,0.0,2.0,6334.0,416.0,8.0,8.0,18.0,0.0,1.0,129.0,10.0,39.0,22.0,5369.0,35.0,20.0,0.0,53.0,,,0.0,30.0,15.0,30.0,132.0,14.0,5.0,,0
2233009313500,0.0,3.0,0.05128205128205128,0.0,1.0,22.0,20.0,0.0,32.0,8.0,3.0,29.0,13.0,0.0,0,156.0,555.0,18.0,0,114.28104278317741,136.0,27.0,0.0,1.0,4110.0,578.0,3.0,7.0,35.0,0.0,1.0,103.0,3.0,157.0,18.0,2392.0,138.0,21.0,0.0,50.0,,0.0,0.0,26.0,18.0,29.0,206.0,12.0,4.0,,0
2233022370960,6.0,76.0,0.08571428571428573,2.0,1.0,57.0,29.0,0.009259259259259259,347.0,20.0,26.0,335.0,34.0,0.0,0,36.0,6606.0,20.0,0,82.06507229134318,53.0,19.0,1.0,11.0,19048.0,23762.0,173.0,31.0,29.0,1.0,1.0,173.0,17.0,57.0,20.0,14292.0,58.0,39.0,0.0,56.0,,,0.0,28.0,25.0,30.0,621.0,21.0,8.0,,0
2233048541877,0.0,1.0,0.2777777777777778,1.0,0.0,6.0,20.0,0.0,25.0,2.0,2.0,12.0,27.0,0.0,0,42.0,1811.0,20.0,0,112.28282828282828,38.0,7.0,0.0,0.0,587.0,3375.0,322.0,9.0,13.0,0.0,0.0,91.0,2.0,44.0,16.0,3169.0,34.0,6.0,0.0,34.0,,,0.0,24.0,20.0,28.0,59.0,5.0,1.0,,0
2233048541877,0.0,1.0,0.3611111111111111,1.0,0.0,6.0,20.0,0.0,25.0,2.0,2.0,12.0,27.0,0.0,0,42.0,1811.0,20.0,0,112.28282828282828,38.0,7.0,0.0,0.0,587.0,3375.0,407.0,9.0,13.0,0.0,0.0,91.0,2.0,44.0,16.0,3169.0,34.0,6.0,0.0,34.0,,,0.0,24.0,20.0,28.0,59.0,5.0,1.0,,0
2233048541877,0.0,1.0,0.25,1.0,0.0,6.0,20.0,0.0,25.0,2.0,2.0,12.0,27.0,0.0,0,42.0,1811.0,20.0,0,112.28282828282828,38.0,7.0,0.0,0.0,587.0,3375.0,497.0,9.0,13.0,0.0,0.0,91.0,2.0,44.0,16.0,3169.0,34.0,6.0,0.0,34.0,,,0.0,24.0,20.0,28.0,59.0,5.0,1.0,,0
2233102234246,0.0,10.0,0.16666666666666666,3.0,0.0,7.0,16.0,0.08064516129032258,13.0,19.0,16.0,13.0,14.0,0.0,0,28.0,484.0,17.0,0,43.482356227305175,32.0,8.0,0.0,4.0,6141.0,1684.0,100.0,6.0,17.0,1.0,1.0,68.0,7.0,34.0,19.0,5527.0,15.0,18.0,0.0,19.0,,,0.0,22.0,20.0,25.0,30.0,18.0,5.0,,0
2233125295752,1.0,60.0,0.18248175182481752,7.0,6.0,13.0,28.0,0.011194029850746268,14.0,21.0,3.0,13.0,41.0,0.0,0,43.0,1722.0,22.0,0,52.0831753818709,36.0,4.0,0.0,5.0,3369.0,213.0,179.0,4.0,21.0,3.0,11.0,216.0,6.0,37.0,21.0,13472.0,44.0,45.0,0.0,26.0,,0.0,11.0,30.0,29.0,30.0,155.0,12.0,1.0,,0
2233141577569,0.0,73.0,0.4736842105263158,2.0,0.0,22.0,30.0,0.0,77.0,21.0,18.0,69.0,26.0,0.0,0,26.0,2002.0,22.0,0,396.0739749401944,26.0,3.0,0.0,5.0,7148.0,1493.0,19.0,7.0,20.0,1.0,1.0,188.0,12.0,29.0,22.0,10916.0,27.0,34.0,0.0,47.0,,,1.0,29.0,30.0,30.0,130.0,21.0,2.0,,0
2233188025736,0.0,3.0,0.3428571428571429,3.0,1.0,16.0,19.0,0.05434782608695652,33.0,5.0,2.0,30.0,18.0,0.0,0,23.0,1454.0,14.0,0,0.0,22.0,5.0,0.0,1.0,6242.0,647.0,2.0,6.0,26.0,1.0,3.0,55.0,6.0,26.0,18.0,3250.0,13.0,17.0,0.0,25.0,,,0.0,20.0,23.0,28.0,40.0,12.0,2.0,,0
2233194766525,5.0,18.0,0.05660377358490566,8.0,1.0,117.0,30.0,0.13141683778234087,281.0,21.0,19.0,264.0,102.0,0.0,0,90.0,1634.0,22.0,0,18.79401781926177,122.0,65.0,2.0,4.0,33906.0,5056.0,649.0,48.0,71.0,3.0,4.0,303.0,23.0,128.0,22.0,19135.0,95.0,68.0,0.0,127.0,0.0,0.0,0.0,30.0,22.0,30.0,471.0,22.0,26.0,,0
2233194766525,0.0,5.0,0.06422018348623854,2.0,1.0,44.0,26.0,0.13095238095238096,70.0,6.0,2.0,66.0,69.0,0.0,0,99.0,3514.0,21.0,0,18.276178095547614,110.0,44.0,0.0,0.0,8378.0,227.0,742.0,17.0,29.0,1.0,4.0,168.0,22.0,116.0,19.0,11206.0,97.0,19.0,0.0,115.0,0.0,0.0,2.0,29.0,26.0,29.0,189.0,17.0,7.0,,0
2233202859205,0.0,12.0,0.3055555555555556,4.0,8.0,4.0,11.0,0.0,5.0,0.0,1.0,5.0,8.0,0.0,0,6.0,3700.0,9.0,0,77.378930924404,7.0,4.0,0.0,0.0,1144.0,580.0,82.0,4.0,5.0,1.0,7.0,22.0,7.0,7.0,7.0,1485.0,2.0,5.0,815.0,17.0,0.0,0.0,8.0,12.0,15.0,15.0,9.0,7.0,0.0,,0
2233279015203,0.0,32.0,0.14285714285714285,1.0,0.0,16.0,23.0,0.0,116.0,16.0,29.0,97.0,21.0,0.0,0,18.0,6156.0,18.0,0,94.19953193234734,22.0,9.0,0.0,4.0,3719.0,6060.0,253.0,8.0,13.0,0.0,2.0,116.0,9.0,23.0,16.0,6587.0,16.0,35.0,0.0,27.0,0.0,,2.0,27.0,17.0,28.0,140.0,16.0,2.0,,0
2233283044067,1.0,19.0,0.21739130434782608,2.0,0.0,25.0,29.0,0.0,120.0,21.0,20.0,104.0,25.0,0.0,0,35.0,3555.0,20.0,0,8.430872059365297,35.0,6.0,0.0,4.0,8793.0,4324.0,211.0,8.0,13.0,1.0,2.0,220.0,6.0,40.0,22.0,8749.0,32.0,65.0,0.0,57.0,,,0.0,30.0,27.0,30.0,213.0,21.0,3.0,,0
2233303527894,0.0,17.0,0.5294117647058824,0.0,0.0,17.0,20.0,0.025,41.0,19.0,10.0,38.0,23.0,0.0,0,25.0,4593.0,15.0,0,38.120369624197494,28.0,3.0,0.0,2.0,5558.0,1168.0,2.0,4.0,6.0,0.0,2.0,80.0,2.0,33.0,20.0,4971.0,31.0,16.0,0.0,29.0,0.0,,2.0,22.0,16.0,28.0,79.0,12.0,3.0,,1
2233305442213,2.0,23.0,0.038461538461538464,2.0,2.0,12.0,19.0,0.008733624454148471,46.0,13.0,11.0,43.0,22.0,0.0,0,25.0,6278.0,17.0,0,10.235821957158098,29.0,1.0,1.0,2.0,6680.0,2527.0,72.0,9.0,14.0,2.0,2.0,68.0,5.0,30.0,15.0,4499.0,25.0,11.0,1818.0,35.0,,0.0,4.0,23.0,21.0,26.0,86.0,17.0,5.0,,0
2233359751270,2.0,115.0,0.2808988764044944,1.0,0.0,20.0,29.0,0.0,137.0,22.0,29.0,119.0,55.0,0.0,0,36.0,6777.0,21.0,0,0.0,31.0,7.0,0.0,8.0,18329.0,19976.0,268.0,10.0,26.0,1.0,1.0,142.0,24.0,32.0,22.0,17739.0,40.0,35.0,0.0,53.0,,0.0,1.0,29.0,27.0,30.0,224.0,22.0,11.0,,0
2233366010034,8.0,28.0,0.1836734693877551,12.0,5.0,22.0,10.0,0.0,60.0,16.0,2.0,54.0,60.0,0.0,0,34.0,12042.0,20.0,0,89.35913748074734,35.0,8.0,0.0,3.0,3343.0,93.0,14.0,7.0,15.0,3.0,8.0,140.0,22.0,41.0,20.0,37929.0,34.0,39.0,0.0,22.0,,,7.0,29.0,23.0,30.0,165.0,11.0,2.0,,0
2233367315185,0.0,0.0,0.0,1.0,0.0,18.0,19.0,0.017543859649122806,39.0,3.0,3.0,36.0,23.0,0.0,0,24.0,1469.0,11.0,0,47.71188995666103,21.0,5.0,0.0,1.0,884.0,358.0,530.0,7.0,24.0,1.0,0.0,73.0,6.0,40.0,17.0,2345.0,53.0,7.0,0.0,21.0,,0.0,0.0,15.0,10.0,29.0,76.0,9.0,0.0,,0
2233369124526,4.0,90.0,0.11811023622047245,11.0,0.0,28.0,26.0,0.02870813397129187,96.0,22.0,24.0,88.0,43.0,0.0,0,40.0,12714.0,19.0,0,5.982345545503301,40.0,7.0,0.0,5.0,17483.0,7975.0,267.0,16.0,20.0,2.0,3.0,139.0,24.0,52.0,22.0,20872.0,34.0,28.0,423.0,31.0,,0.0,4.0,28.0,28.0,30.0,176.0,20.0,14.0,,0
2233369473064,3.0,35.0,0.2,6.0,2.0,30.0,27.0,0.01694915254237288,153.0,19.0,24.0,129.0,38.0,2830.0,0,32.0,963.0,19.0,0,32.2452839109262,45.0,33.0,0.0,3.0,4735.0,5421.0,392.0,4.0,16.0,3.0,1.0,143.0,5.0,53.0,20.0,8054.0,38.0,22.0,0.0,35.0,,0.0,0.0,27.0,26.0,30.0,212.0,20.0,1.0,,0
2233370258863,2.0,131.0,0.0,1.0,3.0,35.0,30.0,0.02904564315352697,176.0,22.0,29.0,155.0,57.0,2099.0,0,38.0,2084.0,20.0,0,228.9185328022295,45.0,93.0,0.0,4.0,12924.0,7007.0,320.0,14.0,13.0,0.0,2.0,208.0,15.0,49.0,21.0,14603.0,38.0,44.0,0.0,50.0,0.0,0.0,2.0,30.0,30.0,30.0,304.0,22.0,5.0,,0
2233377457978,1.0,1.0,0.05263157894736842,2.0,1.0,24.0,18.0,0.03448275862068965,44.0,3.0,1.0,38.0,24.0,0.0,0,21.0,631.0,20.0,0,0.0,26.0,22.0,0.0,0.0,4718.0,482.0,47.0,2.0,12.0,0.0,6.0,88.0,4.0,30.0,20.0,4969.0,33.0,18.0,0.0,32.0,0.0,,0.0,27.0,19.0,28.0,75.0,14.0,3.0,,0
2233378152656,2.0,76.0,0.08860759493670886,7.0,2.0,31.0,30.0,0.0136986301369863,153.0,21.0,28.0,140.0,40.0,1255.0,0,44.0,2796.0,22.0,0,70.56971801977231,49.0,21.0,2.0,9.0,30314.0,11870.0,44.0,13.0,27.0,3.0,6.0,391.0,13.0,57.0,21.0,15777.0,36.0,88.0,0.0,65.0,,0.0,5.0,30.0,28.0,30.0,314.0,21.0,16.0,,0
2233396932494,6.0,,0.0,3.0,0.0,26.0,3.0,0.014563106796116504,74.0,,,65.0,42.0,0.0,0,49.0,6047.0,20.0,0,0.5450191817503025,45.0,18.0,0.0,,742.0,,46.0,9.0,25.0,1.0,1.0,102.0,11.0,48.0,16.0,7962.0,60.0,26.0,0.0,38.0,,0.0,,29.0,10.0,29.0,189.0,1.0,0.0,,0
2233405723356,1.0,36.0,0.3809523809523809,0.0,1.0,20.0,24.0,0.0,54.0,21.0,16.0,45.0,32.0,0.0,0,26.0,6101.0,21.0,0,78.92697236374866,25.0,28.0,0.0,4.0,4506.0,763.0,65.0,2.0,13.0,0.0,1.0,153.0,8.0,27.0,20.0,8299.0,29.0,33.0,0.0,41.0,,,0.0,28.0,27.0,29.0,111.0,17.0,5.0,,1
2233409984603,5.0,40.0,0.027027027027027032,6.0,2.0,15.0,16.0,0.006369426751592357,78.0,18.0,18.0,78.0,29.0,0.0,0,20.0,697.0,15.0,0,0.0,19.0,6.0,0.0,3.0,7575.0,5657.0,3.0,7.0,14.0,2.0,4.0,46.0,10.0,28.0,19.0,11412.0,31.0,7.0,182.0,19.0,,0.0,2.0,20.0,29.0,26.0,127.0,16.0,8.0,,0
2233412145252,1.0,13.0,0.13793103448275862,2.0,1.0,21.0,28.0,0.0,70.0,16.0,15.0,51.0,21.0,0.0,0,13.0,912.0,12.0,0,118.9221302779546,23.0,13.0,1.0,3.0,6964.0,3612.0,58.0,7.0,15.0,0.0,1.0,49.0,8.0,31.0,17.0,4285.0,19.0,17.0,0.0,16.0,,0.0,2.0,19.0,25.0,30.0,68.0,15.0,2.0,,1
2233443506483,12.0,366.0,0.02,3.0,3.0,88.0,30.0,0.020408163265306117,532.0,20.0,27.0,507.0,48.0,1975.0,0,57.0,41274.0,22.0,0,69.98441484839898,81.0,77.0,0.0,20.0,109630.0,59095.0,207.0,45.0,46.0,0.0,1.0,304.0,50.0,81.0,20.0,38267.0,65.0,39.0,0.0,72.0,,0.0,0.0,30.0,21.0,30.0,778.0,20.0,52.0,,0
2233446736722,1.0,9.0,0.4642857142857143,5.0,3.0,18.0,17.0,0.0,112.0,10.0,20.0,96.0,30.0,0.0,0,14.0,1343.0,18.0,0,0.0,13.0,3.0,0.0,3.0,9075.0,3722.0,20.0,5.0,12.0,3.0,0.0,81.0,6.0,13.0,15.0,7598.0,20.0,18.0,0.0,15.0,,0.0,0.0,23.0,25.0,26.0,131.0,13.0,8.0,,0
2233456866939,1.0,7.0,0.04225352112676056,2.0,3.0,30.0,29.0,0.005813953488372093,66.0,10.0,8.0,57.0,35.0,0.0,0,27.0,2361.0,15.0,0,1.5000323561767943,27.0,9.0,0.0,2.0,8838.0,1842.0,16.0,7.0,20.0,0.0,3.0,76.0,8.0,32.0,19.0,5922.0,33.0,13.0,0.0,42.0,0.0,0.0,1.0,22.0,28.0,30.0,109.0,19.0,5.0,,0
2233469488728,1.0,19.0,0.0,1.0,0.0,10.0,8.0,0.0,16.0,13.0,4.0,14.0,20.0,0.0,0,18.0,310.0,17.0,0,118.41759455231436,18.0,4.0,0.0,2.0,2237.0,268.0,3.0,6.0,6.0,0.0,4.0,82.0,6.0,21.0,19.0,9092.0,21.0,16.0,0.0,23.0,0.0,0.0,6.0,24.0,9.0,27.0,61.0,7.0,2.0,,0
2233469958652,0.0,3.0,0.1176470588235294,0.0,0.0,27.0,16.0,0.04615384615384616,51.0,1.0,11.0,50.0,16.0,0.0,0,22.0,2106.0,17.0,0,0.0,38.0,3.0,0.0,2.0,6719.0,15139.0,189.0,19.0,11.0,0.0,0.0,50.0,15.0,42.0,16.0,4376.0,30.0,3.0,0.0,31.0,0.0,,0.0,20.0,17.0,25.0,76.0,15.0,8.0,,0
2233471960555,0.0,110.0,0.5289256198347108,2.0,5.0,33.0,30.0,0.0,139.0,20.0,28.0,112.0,44.0,234.0,0,35.0,16887.0,22.0,0,71.0141687570637,48.0,33.0,0.0,7.0,28111.0,13886.0,0.0,19.0,11.0,0.0,5.0,278.0,27.0,52.0,20.0,25252.0,34.0,35.0,0.0,65.0,,,5.0,30.0,29.0,30.0,189.0,20.0,15.0,,0
2233476085290,2.0,21.0,0.1914893617021277,1.0,2.0,31.0,20.0,0.0,123.0,20.0,24.0,117.0,23.0,0.0,0,56.0,0.0,14.0,0,59.62021953436339,57.0,8.0,0.0,5.0,17500.0,10818.0,81.0,24.0,25.0,0.0,4.0,65.0,8.0,59.0,20.0,6661.0,55.0,14.0,0.0,35.0,,0.0,2.0,19.0,17.0,25.0,295.0,20.0,6.0,,0
2233480181674,1.0,155.0,0.3698630136986301,1.0,3.0,22.0,29.0,0.0,157.0,22.0,30.0,145.0,36.0,0.0,0,26.0,9038.0,22.0,0,455.34113987467657,30.0,7.0,0.0,9.0,38294.0,27968.0,76.0,14.0,18.0,0.0,5.0,231.0,28.0,34.0,21.0,28825.0,28.0,53.0,4274.0,56.0,,0.0,8.0,30.0,29.0,30.0,265.0,22.0,12.0,,0
2233495878051,5.0,39.0,0.2083333333333333,6.0,3.0,34.0,26.0,0.0,163.0,16.0,26.0,114.0,32.0,0.0,0,52.0,1126.0,19.0,1,31.21729070256626,46.0,11.0,0.0,4.0,6373.0,3125.0,60.0,9.0,30.0,3.0,4.0,233.0,2.0,54.0,21.0,5454.0,57.0,36.0,0.0,64.0,,,0.0,26.0,28.0,30.0,253.0,13.0,4.0,,0
2233518706586,3.0,64.0,0.026086956521739132,0.0,3.0,58.0,29.0,0.04329004329004329,232.0,22.0,27.0,215.0,45.0,0.0,0,53.0,5782.0,19.0,1,0.0,59.0,87.0,0.0,6.0,20336.0,15063.0,102.0,18.0,28.0,0.0,6.0,169.0,20.0,63.0,21.0,15617.0,67.0,28.0,0.0,52.0,0.0,0.0,4.0,29.0,29.0,30.0,324.0,22.0,13.0,,0
